VM,PowerState,OS according to the configuration file,CPUs,Memory,Provisioned (GB),Used (GB),Datacenter,Cluster,Host,Network #1,IP Address #1,Folder
srv-13732,poweredOn,debian 11,4,16384,50,25.0,dc2,cl-general,cl-general-esx01,dvPG-vlan43,10.20.31.174,/prod/general
db-13733,poweredOn,oracle linux 8.6,13,46080,494,247.0,dc1,cl-db,cl-db-esx01,dvPG-vlan32,10.10.35.167,/dev/db
db-13734,poweredOn,centos 7.9,8,48128,497,248.5,dc1,cl-db,cl-db-esx01,dvPG-vlan81,10.10.42.151,/prod/db
srv-13735,poweredOn,2019,6,7168,50,25.0,dc2,cl-general,cl-general-esx01,dvPG-vlan35,10.20.42.249,/prod/general
cache-13737,poweredOn,centos 7.9,4,17408,40,20.0,dc1,cl-cache,cl-cache-esx01,dvPG-vlan73,10.10.30.196,/prod/cache
web-13738,poweredOn,ubuntu 22.04,2,5120,40,20.0,dc1,cl-web,cl-web-esx01,dvPG-vlan34,10.10.40.39,/prod/web
app-13739,poweredOn,centos 7.9,4,9216,149,74.5,dc1,cl-app,cl-app-esx01,dvPG-vlan88,10.10.1.161,/prod/app
srv-13741,poweredOn,2019,7,15360,50,25.0,dc2,cl-general,cl-general-esx01,dvPG-vlan49,10.20.14.16,/staging/general
app-13742,poweredOn,centos 7.9,5,16384,137,68.5,dc1,cl-app,cl-app-esx01,dvPG-vlan65,10.10.47.66,/staging/app
app-13743,poweredOn,rhel 8.6,8,16384,132,66.0,dc1,cl-app,cl-app-esx01,dvPG-vlan85,10.10.23.185,/dev/app
srv-13744,poweredOn,2019,4,14336,50,25.0,dc2,cl-general,cl-general-esx01,dvPG-vlan83,10.20.44.61,/prod/general
db-13745,poweredOn,centos 7.9,16,53248,483,241.5,dc2,cl-db,cl-db-esx01,dvPG-vlan22,10.20.9.15,/prod/db
app-13746,poweredOn,centos 7.9,4,11264,179,89.5,dc2,cl-app,cl-app-esx01,dvPG-vlan77,10.20.23.68,/prod/app
srv-13747,poweredOn,centos 7.9,8,12288,50,25.0,dc3,cl-general,cl-general-esx01,dvPG-vlan59,10.30.59.174,/prod/general
app-13750,poweredOn,rhel 8.6,6,12288,164,82.0,dc2,cl-app,cl-app-esx01,dvPG-vlan81,10.20.29.79,/prod/app
web-13751,poweredOn,ubuntu 22.04,2,4096,40,20.0,dc1,cl-web,cl-web-esx01,dvPG-vlan24,10.10.7.234,/prod/web
web-13752,poweredOn,centos 8.4,3,4096,40,20.0,dc2,cl-web,cl-web-esx01,dvPG-vlan62,10.20.36.223,/prod/web
app-13753,poweredOn,rhel 8.6,3,4096,151,75.5,dc1,cl-app,cl-app-esx01,dvPG-vlan76,10.10.22.198,/prod/app
app-13754,poweredOn,ubuntu 22.04,2,5120,149,74.5,dc1,cl-app,cl-app-esx01,dvPG-vlan59,10.10.58.224,/prod/app
srv-13755,poweredOn,debian 11,7,7168,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan10,10.10.50.2,/prod/general
app-13756,poweredOn,ubuntu 22.04,8,5120,174,87.0,dc1,cl-app,cl-app-esx01,dvPG-vlan64,10.10.58.185,/staging/app
web-13757,poweredOn,ubuntu 22.04,4,8192,40,20.0,dc1,cl-web,cl-web-esx01,dvPG-vlan76,10.10.38.92,/prod/web
db-13758,poweredOn,oracle linux 8.6,11,32768,498,249.0,dc1,cl-db,cl-db-esx01,dvPG-vlan84,10.10.48.14,/dev/db
srv-13759,poweredOn,ubuntu 22.04,8,6144,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan30,10.10.3.83,/prod/general
web-13760,poweredOn,ubuntu 22.04,4,8192,40,20.0,dc1,cl-web,cl-web-esx01,dvPG-vlan23,10.10.44.145,/prod/web
srv-13761,poweredOn,ubuntu 22.04,7,16384,50,25.0,dc3,cl-general,cl-general-esx01,dvPG-vlan60,10.30.23.141,/prod/general
db-13762,poweredOn,centos 7.9,9,60416,451,225.5,dc3,cl-db,cl-db-esx01,dvPG-vlan89,10.30.46.161,/prod/db
mon-13765,poweredOn,ubuntu 22.04,3,7168,40,20.0,dc2,cl-monitoring,cl-monitoring-esx01,dvPG-vlan88,10.20.13.71,/prod/monitoring
app-13766,poweredOn,rhel 8.6,6,4096,145,72.5,dc3,cl-app,cl-app-esx01,dvPG-vlan62,10.30.47.135,/prod/app
app-13767,poweredOn,ubuntu 22.04,2,8192,140,70.0,dc1,cl-app,cl-app-esx01,dvPG-vlan26,10.10.34.211,/prod/app
srv-13768,poweredOn,2019,3,11264,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan60,10.10.33.116,/prod/general
app-13771,poweredOn,centos 7.9,3,16384,177,88.5,dc1,cl-app,cl-app-esx01,dvPG-vlan41,10.10.14.61,/prod/app
web-13772,poweredOn,centos 8.4,2,8192,40,20.0,dc1,cl-web,cl-web-esx01,dvPG-vlan32,10.10.15.38,/prod/web
web-13773,poweredOn,ubuntu 22.04,3,4096,40,20.0,dc1,cl-web,cl-web-esx01,dvPG-vlan77,10.10.25.25,/prod/web
app-13774,poweredOn,rhel 8.6,5,15360,168,84.0,dc1,cl-app,cl-app-esx01,dvPG-vlan69,10.10.25.196,/staging/app
srv-13775,poweredOn,debian 11,2,5120,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan35,10.10.6.97,/prod/general
app-13776,poweredOn,ubuntu 22.04,4,4096,169,84.5,dc1,cl-app,cl-app-esx01,dvPG-vlan85,10.10.37.106,/prod/app
app-13777,poweredOn,rhel 8.6,6,16384,138,69.0,dc1,cl-app,cl-app-esx01,dvPG-vlan22,10.10.16.25,/prod/app
srv-13778,poweredOn,debian 11,2,6144,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan27,10.10.12.197,/prod/general
srv-13779,poweredOn,debian 11,7,6144,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan38,10.10.21.234,/prod/general
web-13780,poweredOn,centos 8.4,2,8192,40,20.0,dc2,cl-web,cl-web-esx01,dvPG-vlan48,10.20.36.172,/staging/web
db-13781,poweredOn,centos 7.9,16,63488,465,232.5,dc1,cl-db,cl-db-esx01,dvPG-vlan44,10.10.19.25,/staging/db
srv-13782,poweredOn,ubuntu 22.04,7,9216,50,25.0,dc2,cl-general,cl-general-esx01,dvPG-vlan73,10.20.15.15,/prod/general
srv-13783,poweredOn,2019,7,7168,50,25.0,dc3,cl-general,cl-general-esx01,dvPG-vlan55,10.30.19.3,/prod/general
app-13784,poweredOn,centos 7.9,2,9216,148,74.0,dc1,cl-app,cl-app-esx01,dvPG-vlan22,10.10.15.107,/prod/app
app-13785,poweredOn,ubuntu 22.04,5,7168,144,72.0,dc3,cl-app,cl-app-esx01,dvPG-vlan58,10.30.37.192,/dev/app
app-13786,poweredOn,ubuntu 22.04,6,15360,149,74.5,dc2,cl-app,cl-app-esx01,dvPG-vlan64,10.20.57.49,/prod/app
app-13787,poweredOn,rhel 8.6,5,7168,179,89.5,dc2,cl-app,cl-app-esx01,dvPG-vlan77,10.20.51.87,/prod/app
app-13788,poweredOn,ubuntu 22.04,2,8192,142,71.0,dc1,cl-app,cl-app-esx01,dvPG-vlan38,10.10.7.99,/staging/app
srv-13789,poweredOn,centos 7.9,2,12288,50,25.0,dc3,cl-general,cl-general-esx01,dvPG-vlan17,10.30.47.97,/prod/general
app-13790,poweredOn,centos 7.9,4,11264,180,90.0,dc1,cl-app,cl-app-esx01,dvPG-vlan66,10.10.43.130,/prod/app
srv-13792,poweredOn,centos 7.9,2,6144,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan56,10.10.14.244,/prod/general
app-13793,poweredOn,rhel 8.6,4,8192,143,71.5,dc2,cl-app,cl-app-esx01,dvPG-vlan47,10.20.48.186,/prod/app
app-13794,poweredOn,centos 7.9,6,11264,161,80.5,dc1,cl-app,cl-app-esx01,dvPG-vlan88,10.10.28.39,/staging/app
srv-13796,poweredOn,centos 7.9,6,9216,50,25.0,dc2,cl-general,cl-general-esx01,dvPG-vlan39,10.20.19.103,/staging/general
app-13797,poweredOn,centos 7.9,4,10240,172,86.0,dc1,cl-app,cl-app-esx01,dvPG-vlan71,10.10.16.191,/prod/app
db-13798,poweredOn,oracle linux 8.6,10,64512,464,232.0,dc2,cl-db,cl-db-esx01,dvPG-vlan22,10.20.27.230,/dev/db
srv-13799,poweredOn,2019,3,5120,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan59,10.10.32.205,/prod/general
app-13800,poweredOn,centos 7.9,5,9216,153,76.5,dc1,cl-app,cl-app-esx01,dvPG-vlan90,10.10.35.174,/staging/app
cache-13801,poweredOn,centos 7.9,4,27648,40,20.0,dc1,cl-cache,cl-cache-esx01,dvPG-vlan43,10.10.52.24,/prod/cache
web-13802,poweredOn,centos 8.4,2,7168,40,20.0,dc1,cl-web,cl-web-esx01,dvPG-vlan41,10.10.17.181,/prod/web
app-13803,poweredOn,rhel 8.6,8,9216,143,71.5,dc1,cl-app,cl-app-esx01,dvPG-vlan63,10.10.8.35,/prod/app
app-13804,poweredOn,rhel 8.6,6,9216,145,72.5,dc1,cl-app,cl-app-esx01,dvPG-vlan43,10.10.16.197,/staging/app
cache-13805,poweredOn,centos 7.9,4,20480,40,20.0,dc1,cl-cache,cl-cache-esx01,dvPG-vlan20,10.10.1.157,/staging/cache
app-13808,poweredOn,ubuntu 22.04,2,16384,160,80.0,dc2,cl-app,cl-app-esx01,dvPG-vlan70,10.20.4.203,/prod/app
mon-13809,poweredOn,ubuntu 22.04,2,5120,40,20.0,dc1,cl-monitoring,cl-monitoring-esx01,dvPG-vlan19,10.10.13.111,/dev/monitoring
app-13810,poweredOn,ubuntu 22.04,6,5120,137,68.5,dc1,cl-app,cl-app-esx01,dvPG-vlan46,10.10.52.243,/prod/app
app-13811,poweredOn,centos 7.9,7,4096,151,75.5,dc2,cl-app,cl-app-esx01,dvPG-vlan70,10.20.37.185,/prod/app
mon-13812,poweredOn,ubuntu 22.04,3,8192,40,20.0,dc1,cl-monitoring,cl-monitoring-esx01,dvPG-vlan87,10.10.33.187,/prod/monitoring
srv-13813,poweredOn,ubuntu 22.04,3,14336,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan17,10.10.2.40,/prod/general
srv-13814,poweredOn,ubuntu 22.04,6,6144,50,25.0,dc2,cl-general,cl-general-esx01,dvPG-vlan22,10.20.11.35,/prod/general
srv-13815,poweredOn,2019,8,15360,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan31,10.10.56.225,/prod/general
srv-13816,poweredOn,centos 7.9,7,4096,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan49,10.10.20.14,/prod/general
app-13817,poweredOn,ubuntu 22.04,7,7168,167,83.5,dc3,cl-app,cl-app-esx01,dvPG-vlan56,10.30.19.118,/prod/app
app-13819,poweredOn,ubuntu 22.04,7,10240,148,74.0,dc1,cl-app,cl-app-esx01,dvPG-vlan69,10.10.26.127,/dev/app
db-13820,poweredOn,oracle linux 8.6,15,56320,459,229.5,dc1,cl-db,cl-db-esx01,dvPG-vlan52,10.10.31.241,/prod/db
app-13821,poweredOn,rhel 8.6,6,5120,131,65.5,dc1,cl-app,cl-app-esx01,dvPG-vlan55,10.10.14.17,/prod/app
srv-13822,poweredOn,centos 7.9,7,10240,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan36,10.10.16.196,/dev/general
app-13823,poweredOn,rhel 8.6,6,4096,166,83.0,dc1,cl-app,cl-app-esx01,dvPG-vlan31,10.10.39.43,/staging/app
cache-13824,poweredOn,centos 7.9,4,26624,40,20.0,dc2,cl-cache,cl-cache-esx01,dvPG-vlan70,10.20.1.199,/prod/cache
mon-13825,poweredOn,ubuntu 22.04,4,4096,40,20.0,dc1,cl-monitoring,cl-monitoring-esx01,dvPG-vlan46,10.10.57.125,/dev/monitoring
srv-13827,poweredOn,debian 11,8,4096,50,25.0,dc3,cl-general,cl-general-esx01,dvPG-vlan19,10.30.28.82,/prod/general
srv-13829,poweredOn,ubuntu 22.04,4,14336,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan78,10.10.52.82,/staging/general
app-13830,poweredOn,ubuntu 22.04,6,7168,153,76.5,dc1,cl-app,cl-app-esx01,dvPG-vlan25,10.10.24.34,/prod/app
app-13831,poweredOn,centos 7.9,8,12288,166,83.0,dc2,cl-app,cl-app-esx01,dvPG-vlan20,10.20.41.236,/prod/app
app-13832,poweredOn,ubuntu 22.04,3,14336,149,74.5,dc2,cl-app,cl-app-esx01,dvPG-vlan63,10.20.30.158,/prod/app
app-13833,poweredOn,rhel 8.6,7,5120,165,82.5,dc1,cl-app,cl-app-esx01,dvPG-vlan37,10.10.20.197,/prod/app
app-13834,poweredOn,rhel 8.6,6,15360,130,65.0,dc2,cl-app,cl-app-esx01,dvPG-vlan14,10.20.9.161,/prod/app
srv-13836,poweredOn,ubuntu 22.04,7,4096,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan73,10.10.20.5,/prod/general
cache-13837,poweredOn,centos 7.9,4,19456,40,20.0,dc2,cl-cache,cl-cache-esx01,dvPG-vlan72,10.20.34.226,/prod/cache
cache-13838,poweredOn,centos 7.9,4,24576,40,20.0,dc2,cl-cache,cl-cache-esx01,dvPG-vlan27,10.20.59.169,/prod/cache
app-13839,poweredOn,rhel 8.6,2,6144,167,83.5,dc2,cl-app,cl-app-esx01,dvPG-vlan25,10.20.22.157,/prod/app
app-13840,poweredOn,centos 7.9,8,9216,149,74.5,dc1,cl-app,cl-app-esx01,dvPG-vlan47,10.10.39.184,/prod/app
srv-13841,poweredOn,ubuntu 22.04,3,7168,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan43,10.10.10.32,/prod/general
srv-13842,poweredOn,centos 7.9,8,10240,50,25.0,dc3,cl-general,cl-general-esx01,dvPG-vlan35,10.30.7.197,/staging/general
app-13843,poweredOn,ubuntu 22.04,8,8192,132,66.0,dc1,cl-app,cl-app-esx01,dvPG-vlan46,10.10.3.233,/prod/app
db-13844,poweredOn,oracle linux 8.6,13,63488,465,232.5,dc2,cl-db,cl-db-esx01,dvPG-vlan26,10.20.23.103,/prod/db
srv-13845,poweredOn,ubuntu 22.04,4,5120,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan25,10.10.24.228,/prod/general
db-13846,poweredOn,centos 7.9,15,53248,499,249.5,dc1,cl-db,cl-db-esx01,dvPG-vlan36,10.10.15.31,/prod/db
srv-13847,poweredOn,ubuntu 22.04,5,13312,50,25.0,dc2,cl-general,cl-general-esx01,dvPG-vlan89,10.20.8.91,/prod/general
app-13848,poweredOn,rhel 8.6,8,5120,178,89.0,dc1,cl-app,cl-app-esx01,dvPG-vlan54,10.10.34.148,/prod/app
cache-13849,poweredOn,centos 7.9,4,25600,40,20.0,dc1,cl-cache,cl-cache-esx01,dvPG-vlan13,10.10.31.87,/prod/cache
srv-13853,poweredOn,centos 7.9,7,4096,50,25.0,dc3,cl-general,cl-general-esx01,dvPG-vlan82,10.30.23.3,/prod/general
web-13854,poweredOn,centos 8.4,4,7168,40,20.0,dc1,cl-web,cl-web-esx01,dvPG-vlan53,10.10.14.191,/prod/web
srv-13855,poweredOn,debian 11,7,4096,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan31,10.10.5.112,/prod/general
mon-13856,poweredOn,ubuntu 22.04,2,7168,40,20.0,dc1,cl-monitoring,cl-monitoring-esx01,dvPG-vlan88,10.10.14.94,/prod/monitoring
app-13857,poweredOn,rhel 8.6,2,15360,171,85.5,dc1,cl-app,cl-app-esx01,dvPG-vlan61,10.10.13.195,/dev/app
srv-13858,poweredOn,2019,3,12288,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan74,10.10.55.11,/staging/general
app-13860,poweredOn,ubuntu 22.04,7,6144,169,84.5,dc1,cl-app,cl-app-esx01,dvPG-vlan68,10.10.54.183,/prod/app
app-13861,poweredOn,centos 7.9,3,16384,169,84.5,dc1,cl-app,cl-app-esx01,dvPG-vlan21,10.10.54.26,/prod/app
srv-13862,poweredOn,ubuntu 22.04,2,16384,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan55,10.10.2.150,/prod/general
srv-13863,poweredOn,debian 11,5,9216,50,25.0,dc3,cl-general,cl-general-esx01,dvPG-vlan38,10.30.54.206,/dev/general
app-13864,poweredOn,rhel 8.6,7,14336,178,89.0,dc1,cl-app,cl-app-esx01,dvPG-vlan90,10.10.48.120,/prod/app
web-13865,poweredOn,ubuntu 22.04,2,7168,40,20.0,dc1,cl-web,cl-web-esx01,dvPG-vlan74,10.10.34.45,/prod/web
web-13867,poweredOn,ubuntu 22.04,2,6144,40,20.0,dc2,cl-web,cl-web-esx01,dvPG-vlan47,10.20.31.70,/prod/web
app-13868,poweredOn,ubuntu 22.04,5,15360,136,68.0,dc1,cl-app,cl-app-esx01,dvPG-vlan17,10.10.9.67,/prod/app
web-13869,poweredOn,ubuntu 22.04,3,8192,40,20.0,dc1,cl-web,cl-web-esx01,dvPG-vlan89,10.10.27.14,/staging/web
app-13870,poweredOn,ubuntu 22.04,5,15360,169,84.5,dc1,cl-app,cl-app-esx01,dvPG-vlan24,10.10.56.150,/prod/app
app-13871,poweredOn,centos 7.9,3,4096,137,68.5,dc1,cl-app,cl-app-esx01,dvPG-vlan67,10.10.37.161,/prod/app
db-13872,poweredOn,centos 7.9,8,39936,481,240.5,dc1,cl-db,cl-db-esx01,dvPG-vlan86,10.10.23.7,/prod/db
srv-13873,poweredOn,ubuntu 22.04,3,14336,50,25.0,dc2,cl-general,cl-general-esx01,dvPG-vlan69,10.20.7.91,/prod/general
app-13874,poweredOn,rhel 8.6,3,4096,150,75.0,dc1,cl-app,cl-app-esx01,dvPG-vlan72,10.10.28.67,/prod/app
db-13875,poweredOn,centos 7.9,10,39936,498,249.0,dc2,cl-db,cl-db-esx01,dvPG-vlan83,10.20.26.170,/prod/db
srv-13876,poweredOn,2019,3,8192,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan14,10.10.13.227,/prod/general
srv-13877,poweredOn,debian 11,4,9216,50,25.0,dc2,cl-general,cl-general-esx01,dvPG-vlan28,10.20.18.50,/prod/general
mon-13878,poweredOn,ubuntu 22.04,3,7168,40,20.0,dc1,cl-monitoring,cl-monitoring-esx01,dvPG-vlan79,10.10.1.113,/prod/monitoring
db-13879,poweredOn,centos 7.9,16,55296,462,231.0,dc2,cl-db,cl-db-esx01,dvPG-vlan22,10.20.51.8,/prod/db
mon-13880,poweredOn,ubuntu 22.04,2,8192,40,20.0,dc1,cl-monitoring,cl-monitoring-esx01,dvPG-vlan36,10.10.56.230,/prod/monitoring
srv-13882,poweredOn,centos 7.9,3,16384,50,25.0,dc3,cl-general,cl-general-esx01,dvPG-vlan65,10.30.25.170,/prod/general
srv-13887,poweredOn,centos 7.9,7,15360,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan82,10.10.24.199,/dev/general
web-13888,poweredOn,ubuntu 22.04,3,6144,40,20.0,dc1,cl-web,cl-web-esx01,dvPG-vlan64,10.10.46.230,/prod/web
app-13889,poweredOn,centos 7.9,3,4096,157,78.5,dc2,cl-app,cl-app-esx01,dvPG-vlan74,10.20.31.243,/prod/app
db-13890,poweredOn,oracle linux 8.6,15,48128,485,242.5,dc2,cl-db,cl-db-esx01,dvPG-vlan45,10.20.30.192,/prod/db
srv-13891,poweredOn,debian 11,8,5120,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan71,10.10.4.109,/staging/general
app-13892,poweredOn,centos 7.9,3,5120,159,79.5,dc2,cl-app,cl-app-esx01,dvPG-vlan12,10.20.36.153,/prod/app
app-13893,poweredOn,ubuntu 22.04,8,10240,150,75.0,dc1,cl-app,cl-app-esx01,dvPG-vlan82,10.10.15.129,/staging/app
app-13894,poweredOn,centos 7.9,3,15360,161,80.5,dc1,cl-app,cl-app-esx01,dvPG-vlan72,10.10.9.170,/prod/app
web-13895,poweredOn,centos 8.4,2,5120,40,20.0,dc1,cl-web,cl-web-esx01,dvPG-vlan58,10.10.39.125,/dev/web
srv-13896,poweredOn,debian 11,7,8192,50,25.0,dc3,cl-general,cl-general-esx01,dvPG-vlan41,10.30.54.88,/staging/general
srv-13897,poweredOn,centos 7.9,2,12288,50,25.0,dc2,cl-general,cl-general-esx01,dvPG-vlan48,10.20.44.47,/prod/general
app-13898,poweredOn,ubuntu 22.04,7,9216,147,73.5,dc2,cl-app,cl-app-esx01,dvPG-vlan51,10.20.5.161,/prod/app
app-13899,poweredOn,rhel 8.6,6,6144,150,75.0,dc2,cl-app,cl-app-esx01,dvPG-vlan34,10.20.36.241,/staging/app
cache-13900,poweredOn,centos 7.9,4,28672,40,20.0,dc2,cl-cache,cl-cache-esx01,dvPG-vlan77,10.20.2.54,/staging/cache
app-13901,poweredOn,ubuntu 22.04,7,12288,162,81.0,dc2,cl-app,cl-app-esx01,dvPG-vlan16,10.20.54.230,/prod/app
app-13902,poweredOn,centos 7.9,6,5120,175,87.5,dc2,cl-app,cl-app-esx01,dvPG-vlan25,10.20.8.248,/prod/app
srv-13903,poweredOn,2019,4,12288,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan33,10.10.30.5,/prod/general
app-13904,poweredOn,rhel 8.6,5,9216,167,83.5,dc1,cl-app,cl-app-esx01,dvPG-vlan29,10.10.42.190,/prod/app
web-13905,poweredOn,ubuntu 22.04,3,6144,40,20.0,dc1,cl-web,cl-web-esx01,dvPG-vlan21,10.10.6.205,/prod/web
web-13906,poweredOn,ubuntu 22.04,2,6144,40,20.0,dc1,cl-web,cl-web-esx01,dvPG-vlan89,10.10.44.47,/prod/web
app-13907,poweredOn,ubuntu 22.04,7,4096,173,86.5,dc1,cl-app,cl-app-esx01,dvPG-vlan28,10.10.2.81,/prod/app
db-13909,poweredOn,centos 7.9,8,57344,453,226.5,dc2,cl-db,cl-db-esx01,dvPG-vlan12,10.20.6.187,/prod/db
web-13910,poweredOn,centos 8.4,2,8192,40,20.0,dc1,cl-web,cl-web-esx01,dvPG-vlan49,10.10.50.149,/staging/web
srv-13911,poweredOn,debian 11,2,12288,50,25.0,dc2,cl-general,cl-general-esx01,dvPG-vlan79,10.20.44.149,/prod/general
srv-13912,poweredOn,ubuntu 22.04,4,16384,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan38,10.10.8.57,/prod/general
app-13913,poweredOn,rhel 8.6,6,13312,174,87.0,dc2,cl-app,cl-app-esx01,dvPG-vlan81,10.20.9.233,/prod/app
app-13914,poweredOn,centos 7.9,2,5120,141,70.5,dc1,cl-app,cl-app-esx01,dvPG-vlan78,10.10.37.107,/prod/app
srv-13915,poweredOn,ubuntu 22.04,6,4096,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan59,10.10.57.131,/prod/general
app-13916,poweredOn,centos 7.9,4,15360,151,75.5,dc2,cl-app,cl-app-esx01,dvPG-vlan25,10.20.15.151,/prod/app
srv-13917,poweredOn,2019,4,15360,50,25.0,dc2,cl-general,cl-general-esx01,dvPG-vlan28,10.20.41.7,/prod/general
app-13918,poweredOn,ubuntu 22.04,3,13312,157,78.5,dc1,cl-app,cl-app-esx01,dvPG-vlan27,10.10.11.139,/prod/app
srv-13920,poweredOn,2019,3,12288,50,25.0,dc2,cl-general,cl-general-esx01,dvPG-vlan73,10.20.6.99,/dev/general
app-13921,poweredOn,rhel 8.6,8,15360,152,76.0,dc1,cl-app,cl-app-esx01,dvPG-vlan36,10.10.19.20,/prod/app
web-13922,poweredOn,ubuntu 22.04,3,6144,40,20.0,dc1,cl-web,cl-web-esx01,dvPG-vlan10,10.10.28.218,/prod/web
srv-13924,poweredOn,centos 7.9,2,15360,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan43,10.10.23.59,/prod/general
app-13925,poweredOn,centos 7.9,4,13312,155,77.5,dc1,cl-app,cl-app-esx01,dvPG-vlan81,10.10.38.229,/prod/app
app-13926,poweredOn,centos 7.9,3,15360,151,75.5,dc1,cl-app,cl-app-esx01,dvPG-vlan27,10.10.27.211,/prod/app
app-13927,poweredOn,ubuntu 22.04,3,13312,143,71.5,dc2,cl-app,cl-app-esx01,dvPG-vlan25,10.20.20.173,/prod/app
db-13928,poweredOn,centos 7.9,16,45056,474,237.0,dc1,cl-db,cl-db-esx01,dvPG-vlan16,10.10.14.116,/dev/db
web-13929,poweredOn,centos 8.4,3,5120,40,20.0,dc2,cl-web,cl-web-esx01,dvPG-vlan51,10.20.9.172,/staging/web
srv-13930,poweredOn,debian 11,8,15360,50,25.0,dc2,cl-general,cl-general-esx01,dvPG-vlan77,10.20.41.47,/prod/general
srv-13931,poweredOn,centos 7.9,8,9216,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan33,10.10.1.163,/prod/general
db-13932,poweredOn,centos 7.9,15,47104,483,241.5,dc1,cl-db,cl-db-esx01,dvPG-vlan56,10.10.17.43,/prod/db
app-13933,poweredOn,centos 7.9,6,16384,173,86.5,dc2,cl-app,cl-app-esx01,dvPG-vlan43,10.20.43.195,/prod/app
app-13934,poweredOn,centos 7.9,7,8192,149,74.5,dc1,cl-app,cl-app-esx01,dvPG-vlan39,10.10.55.221,/prod/app
app-13935,poweredOn,centos 7.9,4,16384,138,69.0,dc1,cl-app,cl-app-esx01,dvPG-vlan83,10.10.23.197,/prod/app
app-13936,poweredOn,rhel 8.6,6,11264,141,70.5,dc1,cl-app,cl-app-esx01,dvPG-vlan71,10.10.16.63,/prod/app
app-13937,poweredOn,centos 7.9,7,4096,136,68.0,dc1,cl-app,cl-app-esx01,dvPG-vlan79,10.10.55.17,/prod/app
app-13938,poweredOn,rhel 8.6,6,16384,162,81.0,dc1,cl-app,cl-app-esx01,dvPG-vlan81,10.10.17.241,/prod/app
srv-13939,poweredOn,2019,5,16384,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan74,10.10.9.107,/prod/general
srv-13940,poweredOn,ubuntu 22.04,5,11264,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan56,10.10.40.225,/prod/general
web-13941,poweredOn,ubuntu 22.04,3,7168,40,20.0,dc1,cl-web,cl-web-esx01,dvPG-vlan31,10.10.24.227,/prod/web
srv-13942,poweredOn,ubuntu 22.04,8,16384,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan21,10.10.34.170,/dev/general
srv-13943,poweredOn,debian 11,5,16384,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan41,10.10.29.113,/prod/general
app-13944,poweredOn,rhel 8.6,4,4096,164,82.0,dc2,cl-app,cl-app-esx01,dvPG-vlan28,10.20.17.54,/staging/app
app-13945,poweredOn,rhel 8.6,5,14336,151,75.5,dc2,cl-app,cl-app-esx01,dvPG-vlan36,10.20.52.48,/prod/app
srv-13946,poweredOn,2019,5,9216,50,25.0,dc2,cl-general,cl-general-esx01,dvPG-vlan44,10.20.45.133,/prod/general
srv-13947,poweredOn,debian 11,7,12288,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan48,10.10.58.88,/prod/general
srv-13948,poweredOn,centos 7.9,5,5120,50,25.0,dc1,cl-general,cl-general-esx01,dvPG-vlan73,10.10.5.19,/prod/general
web-13949,poweredOn,centos 8.4,2,5120,40,20.0,dc2,cl-web,cl-web-esx01,dvPG-vlan14,10.20.32.139,/prod/web
db-13950,poweredOn,oracle linux 8.6,16,36864,489,244.5,dc3,cl-db,cl-db-esx01,dvPG-vlan88,10.30.32.170,/dev/db
db-13951,poweredOn,centos 7.9,13,40960,474,237.0,dc1,cl-db,cl-db-esx01,dvPG-vlan75,10.10.30.245,/prod/db
